0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
 Thank you for the suggestions! I hope you have a great afternoon!| Hi there! How are you today? Hello! I'm good, thank you!| What kind of movies do you enjoy?| I'm in the mood for a comedy. We really enjoy Will Ferril, for example. Loved [ITEM]| Oh nice! I love Will movies too. How about [ITEM] and [ITEM]| Those are great!| I haven't seen it in a long time, either. I really enjoyed [ITEM]| how about [ITEM] Oh, [ITEM] is good. And, I love seeing a Christmas movie when it's hot. Call me crazy.| Hah, that makes sense!| [ITEM] was funny. Definitely have to get my son out of the room for that one. Haha!| LOL.|||||||||||||||||
 I'm great, how about yourself?| Hello! How are you today? Hi there.| What kind of movies are you into?|||||||||||||||||||||||||
 I love animated films the best like [ITEM] or [ITEM] and [ITEM]| Hello! How are you today? Hi there.| What kind of movies are you into?| I'm great, how about yourself?| I'm doing well!|||||||||||||||||||||||
 How about [ITEM] ? I loved [ITEM] and [ITEM] too, it was so adorable| Hello! How are you today? Hi there.| What kind of movies are you into?| I'm great, how about yourself?| I'm doing well!| I love animated films the best like [ITEM] or [ITEM] and [ITEM]| Those are all good.|||||||||||||||||||||
 Yes, I love that one too!| Hello! How are you today? Hi there.| What kind of movies are you into?| I'm great, how about yourself?| I'm doing well!| I love animated films the best like [ITEM] or [ITEM] and [ITEM]| Those are all good.| How about [ITEM] ? I loved [ITEM] and [ITEM] too, it was so adorable| That horse in that movie makes me laugh.|||||||||||||||||||
 Yep, love it!| Hello! How are you today? Hi there.| What kind of movies are you into?| I'm great, how about yourself?| I'm doing well!| I love animated films the best like [ITEM] or [ITEM] and [ITEM]| Those are all good.| How about [ITEM] ? I loved [ITEM] and [ITEM] too, it was so adorable| That horse in that movie makes me laugh.| Yes, I love that one too!| Yes. Too funny! I will have to see it again, been a while but its a fave. Any other recommendations? You would probably like [ITEM] as well.|||||||||||||||||
 Yes!| Hello! How are you today? Hi there.| What kind of movies are you into?| I'm great, how about yourself?| I'm doing well!| I love animated films the best like [ITEM] or [ITEM] and [ITEM]| Those are all good.| How about [ITEM] ? I loved [ITEM] and [ITEM] too, it was so adorable| That horse in that movie makes me laugh.| Yes, I love that one too!| Yes. Too funny! I will have to see it again, been a while but its a fave. Any other recommendations? You would probably like [ITEM] as well.| Yep, love it!| Dying for [ITEM] already lol Me, too! It will be great.|||||||||||||||
 Thanks for your help.| Hello! How are you today? Hi there.| What kind of movies are you into?| I'm great, how about yourself?| I'm doing well!| I love animated films the best like [ITEM] or [ITEM] and [ITEM]| Those are all good.| How about [ITEM] ? I loved [ITEM] and [ITEM] too, it was so adorable| That horse in that movie makes me laugh.| Yes, I love that one too!| Yes. Too funny! I will have to see it again, been a while but its a fave. Any other recommendations? You would probably like [ITEM] as well.| Yep, love it!| Dying for [ITEM] already lol Me, too! It will be great.| Yes!| I hope these suggestions are helpful?|||||||||||||
 Woow, is very good movie, i prefer [ITEM]| holi Hello Hi| I like action movies, what recoment? I recommend you see [ITEM]|||||||||||||||||||||||||
 Dc is my favorite comic, I like that I recommend this movie, which other do you recommend? I want to see an old movie| holi Hello Hi| I like action movies, what recoment? I recommend you see [ITEM]| Woow, is very good movie, i prefer [ITEM]| If you like to see avenguer then you will like to see more [ITEM]|||||||||||||||||||||||
 thank you very much for your recommendations, goodbye| holi Hello Hi| I like action movies, what recoment? I recommend you see [ITEM]| Woow, is very good movie, i prefer [ITEM]| If you like to see avenguer then you will like to see more [ITEM]| Dc is my favorite comic, I like that I recommend this movie, which other do you recommend? I want to see an old movie| [ITEM]|||||||||||||||||||||
 I also love [ITEM] and can't wait for the new [ITEM]| Hello, how are you this afternoon? What kind of movies are you interested in? Hi, sorry.| I'm great, thanks for asking. I love a good animated movie like [ITEM] which I recently seen. That is a great movie! Let me put on my thinking cap.|||||||||||||||||||||||||
 It's out on the 15th of this month I believe.| Hello, how are you this afternoon? What kind of movies are you interested in? Hi, sorry.| I'm great, thanks for asking. I love a good animated movie like [ITEM] which I recently seen. That is a great movie! Let me put on my thinking cap.| I also love [ITEM] and can't wait for the new [ITEM]| How about [ITEM] ?|||||||||||||||||||||||
 OMG! Yes, I loved that movie!| Hello, how are you this afternoon? What kind of movies are you interested in? Hi, sorry.| I'm great, thanks for asking. I love a good animated movie like [ITEM] which I recently seen. That is a great movie! Let me put on my thinking cap.| I also love [ITEM] and can't wait for the new [ITEM]| How about [ITEM] ?| It's out on the 15th of this month I believe.| That is a great movie if you like animated movies.|||||||||||||||||||||
 I also can't wait to see [ITEM] I loved the first one [ITEM] I'm sure it will be just as great!| Hello, how are you this afternoon? What kind of movies are you interested in? Hi, sorry.| I'm great, thanks for asking. I love a good animated movie like [ITEM] which I recently seen. That is a great movie! Let me put on my thinking cap.| I also love [ITEM] and can't wait for the new [ITEM]| How about [ITEM] ?| It's out on the 15th of this month I believe.| That is a great movie if you like animated movies.| OMG! Yes, I loved that movie!| I am Merida! lol Yes, I'm excited to see [ITEM] as well.|||||||||||||||||||
 So many good part twos coming out.| Hello, how are you this afternoon? What kind of movies are you interested in? Hi, sorry.| I'm great, thanks for asking. I love a good animated movie like [ITEM] which I recently seen. That is a great movie! Let me put on my thinking cap.| I also love [ITEM] and can't wait for the new [ITEM]| How about [ITEM] ?| It's out on the 15th of this month I believe.| That is a great movie if you like animated movies.| OMG! Yes, I loved that movie!| I am Merida! lol Yes, I'm excited to see [ITEM] as well.| I also can't wait to see [ITEM] I loved the first one [ITEM] I'm sure it will be just as great!| Do you like [ITEM] ? Such great music.|||||||||||||||||
 Eh, I hated it! lol| Hello, how are you this afternoon? What kind of movies are you interested in? Hi, sorry.| I'm great, thanks for asking. I love a good animated movie like [ITEM] which I recently seen. That is a great movie! Let me put on my thinking cap.| I also love [ITEM] and can't wait for the new [ITEM]| How about [ITEM] ?| It's out on the 15th of this month I believe.| That is a great movie if you like animated movies.| OMG! Yes, I loved that movie!| I am Merida! lol Yes, I'm excited to see [ITEM] as well.| I also can't wait to see [ITEM] I loved the first one [ITEM] I'm sure it will be just as great!| Do you like [ITEM] ? Such great music.| So many good part twos coming out.| I think it will be great also.|||||||||||||||
 How about something older like [ITEM] ? I havent seen that| Hello! What kind of movies do you like? Hello, I am looking for comedy movies| like [ITEM] Great! [ITEM] was a good movie.|||||||||||||||||||||||||
 I'll check forit| Hello! What kind of movies do you like? Hello, I am looking for comedy movies| like [ITEM] Great! [ITEM] was a good movie.| How about something older like [ITEM] ? I havent seen that| Or, if you want to see something newer, you might like [ITEM] .|||||||||||||||||||||||
 That is a great movie, I like [ITEM] also| Hello! What kind of movies do you like? Hello, I am looking for comedy movies| like [ITEM] Great! [ITEM] was a good movie.| How about something older like [ITEM] ? I havent seen that| Or, if you want to see something newer, you might like [ITEM] .| I'll check forit| [ITEM] is a classic. Very funny, and it has Dolly Parton.|||||||||||||||||||||
 Do you like comedy movies like [ITEM] ? I really love animated movies and comedies but I'm stuck on animation right now.| Hi, how are you? Hello||||||||||||||||||||||||||
 I loved [ITEM] also Yes, I loved both of those movies.| Hi, how are you? Hello| Do you like comedy movies like [ITEM] ? I really love animated movies and comedies but I'm stuck on animation right now.| Yea, that movie was okay. I love movies like [ITEM] and am super excited for [ITEM] The best animated movie for me is [ITEM]||||||||||||||||||||||||
 I hope you have a nice day my friend You too.| Hi, how are you? Hello| Do you like comedy movies like [ITEM] ? I really love animated movies and comedies but I'm stuck on animation right now.| Yea, that movie was okay. I love movies like [ITEM] and am super excited for [ITEM] The best animated movie for me is [ITEM]| I loved [ITEM] also Yes, I loved both of those movies.| So am I!!||||||||||||||||||||||
 So what kind of movies do you like? I'm interested in seeing a love story. Something like [ITEM] . Any ideas?| Hello. How are you? Hello! I'm doing good. How are you?| I'm great. Thanks for asking.|||||||||||||||||||||||||
 Well then... maybe not that lol Yes, that is a great love story. It's sad, but I still think it has a feel-good aspect at the end seeing her grow old.| Hello. How are you? Hello! I'm doing good. How are you?| I'm great. Thanks for asking.| So what kind of movies do you like? I'm interested in seeing a love story. Something like [ITEM] . Any ideas?| I'm not in the mood for something too sad, like [ITEM] , though. Oh nice, how about [ITEM]|||||||||||||||||||||||
 If only she could have moved over a bit on that piece of wood. LOL| Hello. How are you? Hello! I'm doing good. How are you?| I'm great. Thanks for asking.| So what kind of movies do you like? I'm interested in seeing a love story. Something like [ITEM] . Any ideas?| I'm not in the mood for something too sad, like [ITEM] , though. Oh nice, how about [ITEM]| Well then... maybe not that lol Yes, that is a great love story. It's sad, but I still think it has a feel-good aspect at the end seeing her grow old.| How about [ITEM] that's a classic?|||||||||||||||||||||
 LMBO! Oh, yes! Love [ITEM] , and I haven't seen it in awhile.| Hello. How are you? Hello! I'm doing good. How are you?| I'm great. Thanks for asking.| So what kind of movies do you like? I'm interested in seeing a love story. Something like [ITEM] . Any ideas?| I'm not in the mood for something too sad, like [ITEM] , though. Oh nice, how about [ITEM]| Well then... maybe not that lol Yes, that is a great love story. It's sad, but I still think it has a feel-good aspect at the end seeing her grow old.| How about [ITEM] that's a classic?| If only she could have moved over a bit on that piece of wood. LOL| I really enjoyed [ITEM]|||||||||||||||||||
